date,league_id,league_name,map_id,map_name,winner_id,winner_name,winner_race,loser_id,loser_name,loser_race
2011-12-03,2165,2011_Korean_StarCraft_2_League_Daily_Tea,500,Antiga_Shipyard_1.2,2307,TAiLS,Protoss,70,TheStC,Terran
2011-12-03,2165,2011_Korean_StarCraft_2_League_Daily_Tea,499,Dual_Sight_1.1,2307,TAiLS,Protoss,1847,JookTo,Zerg
2011-12-03,2036,2011_GSL_Code_S_Nov.,497,Calm_Before_the_Storm,1979,Jjakji,Terran,1971,Leenock,Zerg
2011-12-03,2036,2011_GSL_Code_S_Nov.,499,Dual_Sight_1.1,1979,Jjakji,Terran,1971,Leenock,Zerg
2011-12-03,2036,2011_GSL_Code_S_Nov.,498,Bel'Shir_Beach_Winter,1971,Leenock,Zerg,1979,Jjakji,Terran
2011-12-03,2036,2011_GSL_Code_S_Nov.,479,Daybreak,1971,Leenock,Zerg,1979,Jjakji,Terran
2011-12-03,2036,2011_GSL_Code_S_Nov.,501,Crossfire_SE_1.1,1979,Jjakji,Terran,1971,Leenock,Zerg
2011-12-03,2036,2011_GSL_Code_S_Nov.,448,Tal'Darim_Altar_LE,1979,Jjakji,Terran,1971,Leenock,Zerg
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,497,Calm_Before_the_Storm,2749,ClassicPrime,Protoss,969,Squirtle,Protoss
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,500,Antiga_Shipyard_1.2,969,Squirtle,Protoss,2088,AnnYeong,Zerg
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,479,Daybreak,969,Squirtle,Protoss,2838,Creator,Protoss
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,498,Bel'Shir_Beach_Winter,2838,Creator,Protoss,563,Curious,Zerg
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,501,Crossfire_SE_1.1,2838,Creator,Protoss,117,July,Zerg
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,497,Calm_Before_the_Storm,2838,Creator,Protoss,561,Bomber,Terran
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,479,Daybreak,561,Bomber,Terran,1967,cOre,Protoss
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,500,Antiga_Shipyard_1.2,1967,cOre,Protoss,950,yCh[z-zOne],Zerg
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,448,Tal'Darim_Altar_LE,950,yCh[z-zOne],Zerg,1970,Terious,Zerg
2011-12-02,2165,2011_Korean_StarCraft_2_League_Daily_Tea,499,Dual_Sight_1.1,1970,Terious,Zerg,2096,Hack,Terran
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,959,MarineKing,Terran,1973,Sage,Protoss
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,1973,Sage,Protoss,959,MarineKing,Terran
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,959,MarineKing,Terran,1973,Sage,Protoss
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,959,MarineKing,Terran,2869,Avenge,Protoss
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,2869,Avenge,Protoss,959,MarineKing,Terran
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,959,MarineKing,Terran,2869,Avenge,Protoss
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,1973,Sage,Protoss,2242,Keen,Terran
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,2242,Keen,Terran,1973,Sage,Protoss
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,1973,Sage,Protoss,2242,Keen,Terran
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,2869,Avenge,Protoss,686,Virus,Terran
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,686,Virus,Terran,2869,Avenge,Protoss
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,2869,Avenge,Protoss,686,Virus,Terran
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,1973,Sage,Protoss,2062,YoungHwa,Protoss
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,1973,Sage,Protoss,2062,YoungHwa,Protoss
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,2242,Keen,Terran,1847,JookTo,Zerg
2011-12-01,2297,2011_KSL_Daily__4,222,Unknown,2242,Keen,Terran,1847,JookTo,Zerg
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,2838,Creator,Protoss,100,AcE,Protoss
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,2838,Creator,Protoss,100,AcE,Protoss
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,100,AcE,Protoss,1958,Tassadar,Protoss
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,100,AcE,Protoss,1958,Tassadar,Protoss
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,2838,Creator,Protoss,2319,Vampire,Protoss
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,2319,Vampire,Protoss,2838,Creator,Protoss
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,2838,Creator,Protoss,2319,Vampire,Protoss
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,100,AcE,Protoss,2106,GuMiho,Terran
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,100,AcE,Protoss,2106,GuMiho,Terran
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,1958,Tassadar,Protoss,569,Line,Zerg
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,1958,Tassadar,Protoss,569,Line,Zerg
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,2838,Creator,Protoss,1108,True,Zerg
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,2838,Creator,Protoss,1108,True,Zerg
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,2319,Vampire,Protoss,2327,Illusion,Terran
2011-11-30,2296,2011_KSL_Daily__3,222,Unknown,2319,Vampire,Protoss,2327,Illusion,Terran
2011-11-30,2048,2011_GSL_Code_A_Nov.,497,Calm_Before_the_Storm,26,SuperNoVa,Terran,969,Squirtle,Protoss
2011-11-30,2048,2011_GSL_Code_A_Nov.,500,Antiga_Shipyard_1.2,26,SuperNoVa,Terran,969,Squirtle,Protoss
2011-11-30,2048,2011_GSL_Code_A_Nov.,501,Crossfire_SE_1.1,959,MarineKing,Terran,1903,Zenio,Zerg
2011-11-30,2048,2011_GSL_Code_A_Nov.,499,Dual_Sight_1.1,959,MarineKing,Terran,1903,Zenio,Zerg
2011-11-30,2048,2011_GSL_Code_A_Nov.,498,Bel'Shir_Beach_Winter,1849,TaeJa,Terran,1855,InCa,Protoss
2011-11-30,2048,2011_GSL_Code_A_Nov.,479,Daybreak,1849,TaeJa,Terran,1855,InCa,Protoss
2011-11-30,2048,2011_GSL_Code_A_Nov.,499,Dual_Sight_1.1,225,BoxeR,Terran,686,Virus,Terran
2011-11-30,2048,2011_GSL_Code_A_Nov.,498,Bel'Shir_Beach_Winter,225,BoxeR,Terran,686,Virus,Terran
2011-11-30,2048,2011_GSL_Code_A_Nov.,497,Calm_Before_the_Storm,2627,DongRaeGu,Zerg,2328,Luvsic,Zerg
2011-11-30,2048,2011_GSL_Code_A_Nov.,479,Daybreak,2627,DongRaeGu,Zerg,2328,Luvsic,Zerg
2011-11-30,2048,2011_GSL_Code_A_Nov.,479,Daybreak,563,Curious,Zerg,2092,Monster,Zerg
2011-11-30,2048,2011_GSL_Code_A_Nov.,497,Calm_Before_the_Storm,563,Curious,Zerg,2092,Monster,Zerg
2011-11-30,2048,2011_GSL_Code_A_Nov.,499,Dual_Sight_1.1,2058,asd,Terran,222,HerO,Protoss
2011-11-30,2048,2011_GSL_Code_A_Nov.,498,Bel'Shir_Beach_Winter,2058,asd,Terran,222,HerO,Protoss
2011-11-30,2048,2011_GSL_Code_A_Nov.,500,Antiga_Shipyard_1.2,222,HerO,Protoss,2058,asd,Terran
2011-11-30,2048,2011_GSL_Code_A_Nov.,479,Daybreak,117,July,Zerg,1894,Genius,Protoss
2011-11-30,2048,2011_GSL_Code_A_Nov.,500,Antiga_Shipyard_1.2,117,July,Zerg,1894,Genius,Protoss
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,563,Curious,Zerg,640,MC,Protoss
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,640,MC,Protoss,563,Curious,Zerg
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,563,Curious,Zerg,640,MC,Protoss
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,640,MC,Protoss,2088,AnnYeong,Zerg
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,640,MC,Protoss,2088,AnnYeong,Zerg
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,563,Curious,Zerg,2243,Noblesse,Terran
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,2243,Noblesse,Terran,563,Curious,Zerg
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,563,Curious,Zerg,2243,Noblesse,Terran
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,640,MC,Protoss,2101,Jjun,Terran
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,640,MC,Protoss,2101,Jjun,Terran
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,2088,AnnYeong,Zerg,2847,sculp,Terran
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,2847,sculp,Terran,2088,AnnYeong,Zerg
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,2088,AnnYeong,Zerg,2847,sculp,Terran
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,2243,Noblesse,Terran,2846,Ready,Protoss
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,2243,Noblesse,Terran,2846,Ready,Protoss
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,563,Curious,Zerg,3815,Tear,Protoss
2011-11-29,2295,2011_KSL_Daily__2,222,Unknown,563,Curious,Zerg,3815,Tear,Protoss
2011-11-29,2048,2011_GSL_Code_A_Nov.,498,Bel'Shir_Beach_Winter,412,Cezanne,Zerg,1958,Tassadar,Protoss
2011-11-29,2048,2011_GSL_Code_A_Nov.,500,Antiga_Shipyard_1.2,412,Cezanne,Zerg,1958,Tassadar,Protoss
2011-11-29,2048,2011_GSL_Code_A_Nov.,479,Daybreak,961,Lucky,Zerg,147,NaDa,Terran
2011-11-29,2048,2011_GSL_Code_A_Nov.,501,Crossfire_SE_1.1,961,Lucky,Zerg,147,NaDa,Terran
2011-11-29,2048,2011_GSL_Code_A_Nov.,497,Calm_Before_the_Storm,2322,PartinG,Protoss,114,Clide,Terran
2011-11-29,2048,2011_GSL_Code_A_Nov.,501,Crossfire_SE_1.1,2322,PartinG,Protoss,114,Clide,Terran
2011-11-29,2048,2011_GSL_Code_A_Nov.,499,Dual_Sight_1.1,561,Bomber,Terran,1115,JYP,Protoss
2011-11-29,2048,2011_GSL_Code_A_Nov.,479,Daybreak,561,Bomber,Terran,1115,JYP,Protoss
2011-11-29,2048,2011_GSL_Code_A_Nov.,501,Crossfire_SE_1.1,2841,Brown,Protoss,957,Ryung,Terran
2011-11-29,2048,2011_GSL_Code_A_Nov.,479,Daybreak,2841,Brown,Protoss,957,Ryung,Terran
2011-11-29,2048,2011_GSL_Code_A_Nov.,448,Tal'Darim_Altar_LE,207,fOrGG,Terran,1856,Polt,Terran
2011-11-29,2048,2011_GSL_Code_A_Nov.,479,Daybreak,207,fOrGG,Terran,1856,Polt,Terran
2011-11-29,2048,2011_GSL_Code_A_Nov.,498,Bel'Shir_Beach_Winter,2242,Keen,Terran,2093,YuGiOh,Zerg
2011-11-29,2048,2011_GSL_Code_A_Nov.,479,Daybreak,2242,Keen,Terran,2093,YuGiOh,Zerg
2011-11-29,2048,2011_GSL_Code_A_Nov.,500,Antiga_Shipyard_1.2,688,LosirA,Zerg,2306,Alicia,Protoss
2011-11-29,2048,2011_GSL_Code_A_Nov.,479,Daybreak,688,LosirA,Zerg,2306,Alicia,Protoss
2011-11-29,2048,2011_GSL_Code_A_Nov.,498,Bel'Shir_Beach_Winter,2306,Alicia,Protoss,688,LosirA,Zerg
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,70,TheStC,Terran,2092,Monster,Zerg
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,2092,Monster,Zerg,70,TheStC,Terran
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,70,TheStC,Terran,2092,Monster,Zerg
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,70,TheStC,Terran,608,Choya,Protoss
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,608,Choya,Protoss,70,TheStC,Terran
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,70,TheStC,Terran,608,Choya,Protoss
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,2092,Monster,Zerg,565,dreamertt,Terran
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,2092,Monster,Zerg,565,dreamertt,Terran
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,608,Choya,Protoss,2091,Seal,Zerg
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,608,Choya,Protoss,2091,Seal,Zerg
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,70,TheStC,Terran,2747,Life,Zerg
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,70,TheStC,Terran,2747,Life,Zerg
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,2092,Monster,Zerg,969,Squirtle,Protoss
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,969,Squirtle,Protoss,2092,Monster,Zerg
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,2092,Monster,Zerg,969,Squirtle,Protoss
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,565,dreamertt,Terran,2308,BBoongBBoong,Zerg
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,2308,BBoongBBoong,Zerg,565,dreamertt,Terran
2011-11-28,2294,2011_KSL_Daily__1,222,Unknown,565,dreamertt,Terran,2308,BBoongBBoong,Zerg
2011-11-28,2036,2011_GSL_Code_S_Nov.,498,Bel'Shir_Beach_Winter,1971,Leenock,Zerg,590,MVP,Terran
2011-11-28,2036,2011_GSL_Code_S_Nov.,479,Daybreak,590,MVP,Terran,1971,Leenock,Zerg
2011-11-28,2036,2011_GSL_Code_S_Nov.,501,Crossfire_SE_1.1,1971,Leenock,Zerg,590,MVP,Terran
2011-11-28,2036,2011_GSL_Code_S_Nov.,499,Dual_Sight_1.1,1971,Leenock,Zerg,590,MVP,Terran
2011-11-28,2036,2011_GSL_Code_S_Nov.,500,Antiga_Shipyard_1.2,590,MVP,Terran,1971,Leenock,Zerg
2011-11-28,2036,2011_GSL_Code_S_Nov.,498,Bel'Shir_Beach_Winter,1979,Jjakji,Terran,629,Oz,Protoss
2011-11-28,2036,2011_GSL_Code_S_Nov.,448,Tal'Darim_Altar_LE,629,Oz,Protoss,1979,Jjakji,Terran
2011-11-28,2036,2011_GSL_Code_S_Nov.,499,Dual_Sight_1.1,1979,Jjakji,Terran,629,Oz,Protoss
2011-11-28,2036,2011_GSL_Code_S_Nov.,497,Calm_Before_the_Storm,629,Oz,Protoss,1979,Jjakji,Terran
2011-11-28,2036,2011_GSL_Code_S_Nov.,479,Daybreak,1979,Jjakji,Terran,629,Oz,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,2847,sculp,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,2847,sculp,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,2847,sculp,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,1849,TaeJa,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,2847,sculp,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,2847,sculp,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2101,Jjun,Terran,3601,Extreme,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3601,Extreme,Protoss,2101,Jjun,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2101,Jjun,Terran,3601,Extreme,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3601,Extreme,Protoss,2101,Jjun,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2101,Jjun,Terran,3601,Extreme,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3601,Extreme,Protoss,2101,Jjun,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2101,Jjun,Terran,3601,Extreme,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,2101,Jjun,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,2101,Jjun,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,2101,Jjun,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,2101,Jjun,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,3601,Extreme,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,3601,Extreme,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,3601,Extreme,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,3601,Extreme,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,2747,Life,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,2747,Life,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,2747,Life,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2101,Jjun,Terran,2062,YoungHwa,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2101,Jjun,Terran,2062,YoungHwa,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2062,YoungHwa,Protoss,2101,Jjun,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2101,Jjun,Terran,2062,YoungHwa,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3601,Extreme,Protoss,3814,Apocalypse,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3601,Extreme,Protoss,3814,Apocalypse,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3814,Apocalypse,Terran,3601,Extreme,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3601,Extreme,Protoss,3814,Apocalypse,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,2090,DreamizEr,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2090,DreamizEr,Zerg,1849,TaeJa,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,2090,DreamizEr,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2090,DreamizEr,Zerg,1849,TaeJa,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,2090,DreamizEr,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,4309,Acoustic,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2847,sculp,Terran,4309,Acoustic,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2747,Life,Zerg,2087,Naya,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2747,Life,Zerg,2087,Naya,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2101,Jjun,Terran,4308,Peony,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,4308,Peony,Zerg,2101,Jjun,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2101,Jjun,Terran,4308,Peony,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2062,YoungHwa,Protoss,2336,SiKaRi,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2336,SiKaRi,Zerg,2062,YoungHwa,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2062,YoungHwa,Protoss,2336,SiKaRi,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3601,Extreme,Protoss,2846,Ready,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3601,Extreme,Protoss,2846,Ready,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3814,Apocalypse,Terran,4307,Critical,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,4307,Critical,Terran,3814,Apocalypse,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3814,Apocalypse,Terran,4307,Critical,Terran
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2090,DreamizEr,Zerg,3837,ArthurRAZER,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,3837,ArthurRAZER,Protoss,2090,DreamizEr,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,2090,DreamizEr,Zerg,3837,ArthurRAZER,Protoss
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,3819,RealMaker,Zerg
2011-11-27,2319,2011_MSCL_Season_3,222,Unknown,1849,TaeJa,Terran,3819,RealMaker,Zerg
2011-11-27,2113,FXO_KotH_Korea__15,441,Metalopolis_1.1,608,Choya,Protoss,1958,Tassadar,Protoss
2011-11-27,2113,FXO_KotH_Korea__15,499,Dual_Sight_1.1,608,Choya,Protoss,1958,Tassadar,Protoss
2011-11-27,2113,FXO_KotH_Korea__15,500,Antiga_Shipyard_1.2,1958,Tassadar,Protoss,608,Choya,Protoss
2011-11-27,2113,FXO_KotH_Korea__15,479,Daybreak,608,Choya,Protoss,3814,Apocalypse,Terran
2011-11-27,2113,FXO_KotH_Korea__15,499,Dual_Sight_1.1,3814,Apocalypse,Terran,2758,CommItment,Zerg
2011-11-27,2113,FXO_KotH_Korea__15,448,Tal'Darim_Altar_LE,2758,CommItment,Zerg,2843,Mentalist,Protoss
2011-11-27,2113,FXO_KotH_Korea__15,441,Metalopolis_1.1,2843,Mentalist,Protoss,2058,asd,Terran
2011-11-27,2113,FXO_KotH_Korea__15,500,Antiga_Shipyard_1.2,2843,Mentalist,Protoss,3030,Jim,Protoss
2011-11-27,2113,FXO_KotH_Korea__15,448,Tal'Darim_Altar_LE,2843,Mentalist,Protoss,2061,Golden,Zerg
2011-11-27,2113,FXO_KotH_Korea__15,479,Daybreak,2843,Mentalist,Protoss,26,SuperNoVa,Terran
2011-11-27,2113,FXO_KotH_Korea__15,499,Dual_Sight_1.1,26,SuperNoVa,Terran,2105,Vines,Protoss
2011-11-27,2113,FXO_KotH_Korea__15,441,Metalopolis_1.1,2105,Vines,Protoss,2333,CrazymovING,Zerg
2011-11-27,2113,FXO_KotH_Korea__15,500,Antiga_Shipyard_1.2,2333,CrazymovING,Zerg,1973,Sage,Protoss
2011-11-27,2113,FXO_KotH_Korea__15,479,Daybreak,2333,CrazymovING,Zerg,2327,Illusion,Terran
2011-11-27,2113,FXO_KotH_Korea__15,499,Dual_Sight_1.1,2333,CrazymovING,Zerg,961,Lucky,Zerg
2011-11-27,2113,FXO_KotH_Korea__15,448,Tal'Darim_Altar_LE,2333,CrazymovING,Zerg,1617,Loner,Terran
2011-11-27,2113,FXO_KotH_Korea__15,441,Metalopolis_1.1,2333,CrazymovING,Zerg,70,TheStC,Terran
2011-11-27,2098,FXO_KotH_Korea__14,441,Metalopolis_1.1,70,TheStC,Terran,2061,Golden,Zerg
2011-11-27,2098,FXO_KotH_Korea__14,500,Antiga_Shipyard_1.2,2061,Golden,Zerg,70,TheStC,Terran
2011-11-27,2098,FXO_KotH_Korea__14,479,Daybreak,70,TheStC,Terran,2061,Golden,Zerg
2011-11-27,2098,FXO_KotH_Korea__14,500,Antiga_Shipyard_1.2,2061,Golden,Zerg,2766,LoveCD,Protoss
2011-11-27,2098,FXO_KotH_Korea__14,500,Antiga_Shipyard_1.2,2766,LoveCD,Protoss,2681,SocceR,Protoss
2011-11-27,2098,FXO_KotH_Korea__14,441,Metalopolis_1.1,2681,SocceR,Protoss,2106,GuMiho,Terran
2011-11-27,2098,FXO_KotH_Korea__14,500,Antiga_Shipyard_1.2,2681,SocceR,Protoss,1852,GuineaPig,Protoss
2011-11-27,2098,FXO_KotH_Korea__14,499,Dual_Sight_1.1,2681,SocceR,Protoss,2918,XiGua,Zerg
2011-11-27,2098,FXO_KotH_Korea__14,479,Daybreak,2681,SocceR,Protoss,2539,MacSed,Protoss
2011-11-27,2098,FXO_KotH_Korea__14,441,Metalopolis_1.1,2539,MacSed,Protoss,2327,Illusion,Terran
2011-11-27,2098,FXO_KotH_Korea__14,500,Antiga_Shipyard_1.2,2539,MacSed,Protoss,412,Cezanne,Zerg
2011-11-27,2098,FXO_KotH_Korea__14,479,Daybreak,412,Cezanne,Zerg,2058,asd,Terran
2011-11-27,2098,FXO_KotH_Korea__14,499,Dual_Sight_1.1,2058,asd,Terran,1982,finale,Protoss
2011-11-27,2098,FXO_KotH_Korea__14,448,Tal'Darim_Altar_LE,1982,finale,Protoss,4143,Xy,Terran
2011-11-27,2098,FXO_KotH_Korea__14,441,Metalopolis_1.1,4143,Xy,Terran,1870,TOP,Terran
2011-11-24,2036,2011_GSL_Code_S_Nov.,501,Crossfire_SE_1.1,590,MVP,Terran,2095,sC,Terran
2011-11-24,2036,2011_GSL_Code_S_Nov.,497,Calm_Before_the_Storm,590,MVP,Terran,2095,sC,Terran
2011-11-24,2036,2011_GSL_Code_S_Nov.,448,Tal'Darim_Altar_LE,590,MVP,Terran,2095,sC,Terran
2011-11-24,2036,2011_GSL_Code_S_Nov.,500,Antiga_Shipyard_1.2,1971,Leenock,Zerg,1988,aLive,Terran
2011-11-24,2036,2011_GSL_Code_S_Nov.,501,Crossfire_SE_1.1,1971,Leenock,Zerg,1988,aLive,Terran
2011-11-24,2036,2011_GSL_Code_S_Nov.,499,Dual_Sight_1.1,1971,Leenock,Zerg,1988,aLive,Terran
2011-11-23,2036,2011_GSL_Code_S_Nov.,498,Bel'Shir_Beach_Winter,1979,Jjakji,Terran,946,Puzzle,Protoss
2011-11-23,2036,2011_GSL_Code_S_Nov.,497,Calm_Before_the_Storm,1979,Jjakji,Terran,946,Puzzle,Protoss
2011-11-23,2036,2011_GSL_Code_S_Nov.,479,Daybreak,1979,Jjakji,Terran,946,Puzzle,Protoss
2011-11-23,2036,2011_GSL_Code_S_Nov.,448,Tal'Darim_Altar_LE,629,Oz,Protoss,665,MMA,Terran
2011-11-23,2036,2011_GSL_Code_S_Nov.,499,Dual_Sight_1.1,665,MMA,Terran,629,Oz,Protoss
2011-11-23,2036,2011_GSL_Code_S_Nov.,497,Calm_Before_the_Storm,629,Oz,Protoss,665,MMA,Terran
2011-11-23,2036,2011_GSL_Code_S_Nov.,498,Bel'Shir_Beach_Winter,665,MMA,Terran,629,Oz,Protoss
2011-11-23,2036,2011_GSL_Code_S_Nov.,501,Crossfire_SE_1.1,629,Oz,Protoss,665,MMA,Terran
2011-11-21,2048,2011_GSL_Code_A_Nov.,479,Daybreak,561,Bomber,Terran,15,RainBOw,Terran
2011-11-21,2048,2011_GSL_Code_A_Nov.,497,Calm_Before_the_Storm,15,RainBOw,Terran,561,Bomber,Terran
